Purchase Order,Invoice No,Vendor,Supplier,Product,Variant,Product Type,SKU,Barcode,Shopify ID,Supplier Code,ASIN,Vendor Code,Text 2,Text 3,Status,PO Date,Confirmed Date,Expected Date,Ship Date,Cancel Date,Received at,Retail Price,Stock,Ordered,Quantity,Cost,Total Cost,Cost (Supplier Currency),Total Cost (Supplier Currency),Total Retail,Shipping Company Name,Shipping Address 1,Shipping Address 2,Shipping City,Shipping State / Province,Shipping Zip / Postcode,Shipping Country
21867,"",Al-Malaika for Manufacturing Textiles S.A.E.,,FEATHER STITCH BEDDING,Pillow Case / Queen/Single (75cm x 50cm) / beige,Bedding,FTH-QSLPC-12,7000000004421,309853028372,"","","","","",not delivered,24/02/2025,02/03/2025,30/03/2025,,,,"55,00",8,2,2,"16,00","32,00",,,"110,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21883,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,terracotta,Napkin,CR-NP-73,"",46123034050827,,,"",,,not delivered,08/04/2025,22/04/2025,20/05/2025,,,,"29,00",8,6,6,"7,00","42,00",,,"174,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21888,"",Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),aqua,Guest Towels,TIL-GUTW-17,7000000026621,42285335019767,,,"",,,not delivered,27/04/2025,29/04/2025,27/05/2025,,,,"59,00",-2,8,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21894,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SULTANA CUSHION COVER,Default Title,Cushion,SLT-CU,7000000037207,43591563837707,,,,,,not delivered,07/05/2025,07/05/2025,04/06/2025,,,,"132,00",-2,4,4,"30,00","120,00",,,"528,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ORCHARD PLACEMAT,beige,Placemats,CAIOR-PLAC,7000000020162,33336971886669,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"26,00",7,6,6,"8,00","48,00",,,"156,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,JULIA NAPKIN,amber,Napkin,JUL-NP-05,7000000039041,43739351023883,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"30,00",2,16,16,"6,00","96,00",,,"480,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ROYAL PALM LINEN CUSHION COVER,50cm x 50cm,Cushion,LNPL-SQCU-03,7000000008092,15405055967309,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"93,00",3,7,3,"27,00","81,00",,,"279,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),aqua,Guest Towels,TIL-GUTW-17,7000000026621,42285335019767,,,"",,,not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",-2,8,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),blush,Guest Towels,TIL-GUTW-72,7000000026638,42285335052535,,,"",,,not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",0,4,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,teal,Napkin,CR-NP-15,"",46123033526539,,,"",,,not delivered,06/06/2025,14/06/2025,12/07/2025,,,,"29,00",34,48,12,"8,40","100,80",,,"348,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S EMBROIDERED TRAVEL BAG,Butterfly,Bags,NV-TRBG-11,7000000014123,28277978726477,"","","","","",not delivered,06/06/2025,14/06/2025,12/07/2025,,,,"48,00",0,2,1,"15,00","15,00",,,"48,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,SCARLET NAPKIN,Default Title,Napkin,SCL-NP-16,,46123012587787,,,"",,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"29,00",4,8,8,"8,00","64,00",,,"232,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,BIRD NAPKIN (SET OF 3),sky blue,Napkin,BIR-NP-10,7000000021695,33338375110733,"",,"",,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"58,00",0,3,3,"16,00","48,00",,,"174,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,EMBROIDERED LAUNDRY BAG,Rania / aqua,Bags,RN-LABG-15,7000000007415,42370242674935,,,,,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"55,00",1,1,1,"17,00","17,00",,,"55,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,ZIG ZAG NAPKIN,green,Napkin,ZZ-NP-19,7000000019739,43740530835723,,,"",,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"25,00",4,24,24,"9,00","216,00",,,"600,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,LUXOR PALM GUEST TOWEL (Set of 2),Default Title,Towel,LXPL-GUTW-82,,46123100143883,,,"",,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"59,00",0,7,5,"18,00","90,00",,,"295,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21909,,Al-Malaika for Manufacturing Textiles S.A.E.,,BIG FISH BEACH TOWEL,blue,Beach Towel,BIGFI-BETW-15-20,7000000026843,42285335773431,,,"",,,not delivered,04/07/2025,05/07/2025,02/08/2025,,,,"53,00",-1,6,3,"15,00","45,00",,,"159,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21910,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BIRD NAPKIN (SET OF 3),green,Napkin,BIR-NP-19,7000000021718,33338382647373,NP-LN-BR-green,,,,,not delivered,05/07/2025,05/07/2025,02/08/2025,,,,"58,00",-6,7,7,"17,00","119,00",,,"406,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21911,,Al-Malaika for Manufacturing Textiles S.A.E.,,RED SEA BEACH TOWEL,terracotta,Beach Towel,RESE-BETW-73,"",46630612238603,,,"",,,not delivered,05/07/2025,13/07/2025,10/08/2025,,,,"58,00",-6,10,10,"18,00","180,00",,,"580,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21913,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MARWA LINEN CONTRAST EDGE NAPKINS,coral/amber,Napkin,OV-NP-33-14/05,7000000024535,39444487405645,,,"",,,not delivered,14/07/2025,14/07/2025,11/08/2025,,,,"15,00",2,26,12,"4,00","48,00",,,"180,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21913,"",Al-Malaika for Manufacturing Textiles S.A.E.,,Fitted Sheets (All Sizes),Super King Plus (200cm x 210cm x 35cm),Bedding,SKP-FITS-00,7000000022371,39274590699597,,,"",,,not delivered,14/07/2025,14/07/2025,11/08/2025,,,,"175,00",0,1,1,"40,00","40,00",,,"175,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,TULIP NAPKIN,amber,Napkin,TU-NP-05,7000000024016,39439452241997,,,,,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"48,00",12,6,6,"11,00","66,00",,,"288,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,RED SEA GUEST TOWEL (Set of 2),Default Title,Towel,RESE-GUTW-82,,46630801899787,,,,,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"59,00",2,2,2,"17,00","34,00",,,"118,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,ROYAL PALM LINEN CUSHION COVER,50cm x 50cm,Cushion,LNPL-SQCU-03,7000000008092,15405055967309,"","","","","",not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"93,00",3,7,2,"27,00","54,00",,,"186,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,SCARAB COCKTAIL NAPKINS (Set of 6),light blue,Napkin,SC-CNP-33-10,7000000021947,39262297849933,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"72,00",5,6,6,"20,00","120,00",,,"432,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE GUEST TOWEL (Set of 2),beige,Towel,PL-GUTW-12,7000000006272,368266543124,"","","","","",not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"59,00",5,6,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,LUXOR PALM GUEST TOWEL (Set of 2),Default Title,Towel,LXPL-GUTW-82,,46123100143883,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"59,00",0,7,2,"18,00","36,00",,,"118,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,RED SEA BEACH TOWEL,white,Beach Towel,RESE-BETW-00,"",46630612304139,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"58,00",-2,12,5,"14,00","70,00",,,"290,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,MARWA LINEN CONTRAST EDGE NAPKINS,coral/amber,Napkin,OV-NP-33-14/05,7000000024535,39444487405645,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"15,00",2,26,14,"4,00","56,00",,,"210,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,MARWA LINEN CONTRAST EDGE NAPKINS,amber,Napkin,OV-NP-33-05a,7000000037764,43626468311307,,,,,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"15,00",-1,12,12,"4,00","48,00",,,"180,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,ESNA BEACH TOWEL,teal,Beach Towel,ESN-BETW-15,"",46610393661707,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"53,00",0,5,5,"14,00","70,00",,,"265,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,ESNA BEACH TOWEL,terracotta,Beach Towel,ESN-BETW-73,"",46610393628939,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"53,00",1,4,4,"14,00","56,00",,,"212,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,ESNA BEACH TOWEL,white,Beach Towel,ESN-BETW-00,"",46610402246923,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"53,00",2,3,3,"14,00","42,00",,,"159,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21914,,Al-Malaika for Manufacturing Textiles S.A.E.,,BIG FISH BEACH TOWEL,blue,Beach Towel,BIGFI-BETW-15-20,7000000026843,42285335773431,,,"",,,not delivered,14/07/2025,23/07/2025,20/08/2025,,,,"53,00",-1,6,3,"15,00","45,00",,,"159,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21916,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MAMLUK CUSHION COVER,60cm x 40cm / amber,Cushion,CO-CU-05,7000000036880,43562702045451,,,"",,,not delivered,16/07/2025,20/07/2025,17/08/2025,,,,"146,00",0,4,4,"38,00","152,00",,,"584,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21917,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CAIRO PALM NAPKIN,Default Title,Napkin,CAIPL-NP,7000000036828,43560852488459,,,"",,,not delivered,17/07/2025,20/07/2025,17/08/2025,,,,"28,00",18,15,15,"10,00","150,00",,,"420,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21917,"",Al-Malaika for Manufacturing Textiles S.A.E.,,RED SEA BEACH TOWEL,white,Beach Towel,RESE-BETW-00,"",46630612304139,,,"",,,not delivered,17/07/2025,20/07/2025,17/08/2025,,,,"58,00",-2,12,7,"14,00","98,00",,,"406,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21917,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,teal,Napkin,CR-NP-15,"",46123033526539,,,"",,,not delivered,17/07/2025,20/07/2025,17/08/2025,,,,"29,00",34,48,12,"8,40","100,80",,,"348,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21918,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE COCKTAIL NAPKINS (Set of 6),beige,Napkin,PL-CNP-33-12,7000000006722,771654746132,"","","","","",not delivered,20/07/2025,20/07/2025,17/08/2025,,,,"60,00",2,5,5,"16,00","80,00",,,"300,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21918,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE BEDDING Special Colour,Pillow Case / Small Queen/Single G (60cm x 40cm) / Pink/light silver,Bedding,,,51247910486283,,,,,,not delivered,20/07/2025,20/07/2025,17/08/2025,,,,"53,00",0,1,1,"16,00","16,00",,,"53,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21918,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE BEDDING Special Colour,Cushion Cover / Small (41cm x 30cm) / Pink/light silver,Bedding,,,51247910682891,,,,,,not delivered,20/07/2025,20/07/2025,17/08/2025,,,,"50,00",0,1,1,"16,00","16,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21918,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S ROCOCO ROSES BEDDING,Pillow Case G Small (60cm x 40cm),Duvet,ROR-SQSLPCG-11,7000000023262,39423039701069,,,,,,not delivered,20/07/2025,20/07/2025,17/08/2025,,,,"54,00",0,4,2,"16,00","32,00",,,"108,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21919,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE BEDDING SPECIAL SIZE,Duvet Cover / King XL (274cm x 290cm) / yellow/grey,Bedding,,,45271825678603,,,"",,,not delivered,20/07/2025,22/07/2025,19/08/2025,,,,"358,00",0,1,1,"144,00","144,00",,,"358,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21920,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ART DECO TABLECLOTH special size,390cm x 170cm / grey (DMC926),"",AD-TBC-special- 390cm x 170cm,"",51978381558027,,,,,,not delivered,22/07/2025,22/07/2025,19/08/2025,,,,"1.100,00",0,1,1,"302,00","302,00",,,"1.100,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21920,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE TABLECLOTH special size,amber / beige / 390cm x 170cm,"",PL-TBC-05 390x170,"",44148521009419,,,,,,not delivered,22/07/2025,22/07/2025,19/08/2025,,,,"700,00",0,1,1,"236,00","236,00",,,"700,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21921,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,teal,Napkin,CR-NP-15,"",46123033526539,,,"",,,not delivered,27/07/2025,27/07/2025,24/08/2025,,,,"29,00",34,48,24,"8,40","201,60",,,"696,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21922,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Duvet Cover / Queen (200cm x 200cm) / grey,Bedding,PP-QD-09,7000000001154,300940853268,"","","","","",not delivered,27/07/2025,29/07/2025,26/08/2025,,,,"220,00",3,4,4,"56,00","224,00",,,"880,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21922,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Duvet Cover / Queen (200cm x 200cm) / navy,Bedding,PP-QD-02,7000000001277,300988694548,"","","","","",not delivered,27/07/2025,29/07/2025,26/08/2025,,,,"220,00",4,1,1,"56,00","56,00",,,"220,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21922,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Pillow Case / Large Square (80cm x 80cm) / grey,Bedding,PP-SQPCXL-09,7000000012464,13146217480269,"","","","","",not delivered,27/07/2025,29/07/2025,26/08/2025,,,,"53,00",2,8,8,"17,00","136,00",,,"424,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21922,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Pillow Case / Large Square (80cm x 80cm) / navy,Bedding,PP-SQPCXL-02,7000000012471,13146233765965,"","","","","",not delivered,27/07/2025,29/07/2025,26/08/2025,,,,"53,00",4,2,2,"17,00","34,00",,,"106,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S BUTTERFLY BEDDING,Pillow Case Large Square G (80cm x 80cm),Duvet,NV-SQUCUXL,7000000015793,31594920378445,"","","","","",not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"67,00",1,1,1,"22,50","22,50",,,"67,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S EMBROIDERED TRAVEL BAG,Butterfly,Bags,NV-TRBG-11,7000000014123,28277978726477,"","","","","",not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"48,00",0,2,1,"15,00","15,00",,,"48,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S BUTTERFLY BEDDING,Pillow Case G Small (60cm x 40cm),Duvet,NV-SQSLPCG,7000000023279,39423040225357,,,,,,not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"54,00",0,2,2,"17,00","34,00",,,"108,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S ROCOCO ROSES CUSHION COVER,Rococo Roses,Cushion,ROR-BS-11,7000000007149,1074092441620,"","","","","",not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"50,00",-1,3,2,"15,50","31,00",,,"100,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,ROYAL PALM LINEN CUSHION COVER,50cm x 50cm,Cushion,LNPL-SQCU-03,7000000008092,15405055967309,"","","","","",not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"93,00",3,7,2,"27,00","54,00",,,"186,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,LUXOR PALM COCKTAIL NAPKINS (Set of 6),Default Title,Napkin,LXPL-CNP,,46123068981515,,,"",,,not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"74,00",4,1,1,"20,00","20,00",,,"74,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE GUEST TOWEL (Set of 2),beige,Towel,PL-GUTW-12,7000000006272,368266543124,"","","","","",not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"59,00",5,6,2,"17,00","34,00",,,"118,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S ROCOCO ROSES BEDDING,Pillow Case G Small (60cm x 40cm),Duvet,ROR-SQSLPCG-11,7000000023262,39423039701069,,,,,,not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"54,00",0,4,2,"16,00","32,00",,,"108,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,TULIP NAPKIN,coral,Napkin,TU-NP-14,7000000021657,39511423287373,,,,,,not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"48,00",6,8,8,"11,00","88,00",,,"384,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21923,,Al-Malaika for Manufacturing Textiles S.A.E.,,BOUQUET NAPKIN,blue,Napkin,BO-NP-20,7000000019708,39439441035341,,,"",,,not delivered,29/07/2025,07/08/2025,04/09/2025,,,,"48,00",6,8,8,"11,00","88,00",,,"384,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21924,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SERENDIPITY PLACEMAT,pastel,Placemats,SDP-PLAC-79,7000000023682,39436570132557,,,,,,not delivered,29/07/2025,30/07/2025,27/08/2025,,,,"50,00",-10,10,10,"16,00","160,00",,,"500,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21924,"",Al-Malaika for Manufacturing Textiles S.A.E.,,DALLY TABLECLOTH,Default Title,Tablecloth,DAL-TBC-78,7000000023743,39439375433805,,,,,,not delivered,29/07/2025,30/07/2025,27/08/2025,,,,"393,00",-1,1,1,"119,00","119,00",,,"393,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21925,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CHILDREN’S ROCOCO ROSES CUSHION COVER,Rococo Roses,Cushion,ROR-BS-11,7000000007149,1074092441620,"","","","","",not delivered,03/08/2025,03/08/2025,31/08/2025,,,,"50,00",-1,3,1,"15,50","15,50",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21926,"",Al-Malaika for Manufacturing Textiles S.A.E.,,STELLAR TABLECLOTH,Default Title,Tablecloth,STL-TBC-78,7000000023736,39439375204429,,,"",,,not delivered,07/08/2025,07/08/2025,04/09/2025,,,,"309,00",-7,8,8,"87,00","696,00",,,"2.472,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
